PMID	Journal	Title	Abstract	Year	URL
22885924	Nat Genet	Large-scale association analyses identify new loci influencing glycemic traits and provide insight into the underlying biological pathways.	Through genome-wide association meta-analyses of up to 133,010 individuals of European ancestry without diabetes, including individuals newly genotyped using the Metabochip, we have increased the number of confirmed loci influencing glycemic traits to 53, of which 33 also increase type 2 diabetes risk (q < 0.05). Loci influencing fasting insulin concentration showed association with lipid levels and fat distribution, suggesting impact on insulin resistance. Gene-based analyses identified further biologically plausible loci, suggesting that additional loci beyond those reaching genome-wide significance are likely to represent real associations. This conclusion is supported by an excess of directionally consistent and nominally significant signals between discovery and follow-up studies. Functional analysis of these newly discovered loci will further improve our understanding of glycemic control.	2012	https://ncbi.nlm.nih.gov/pubmed/22885924
21196492	Hum Mol Genet	Genome-wide association study for C-reactive protein levels identified pleiotropic associations in the IL6 locus.	C-reactive protein (CRP) is a hallmark acute-phase reactant and is widely used as a blood marker for inflammation. Substantial roles of serum CRP levels in the pathogenesis of diseases have been suggested, and investigation of the mechanisms that regulate serum CRP levels would have a substantial clinical impact. Here, through genome-wide association and replication studies performed using 12 854 Japanese subjects, we identified a significant association between serum CRP levels and a single nucleotide polymorphism in the promoter region of interleukin-6 (IL6) (rs2097677, P = 4.1 × 10(-11)), a typical pleiotropic pro-inflammatory cytokine. Our study also replicated the associations in the CRP (rs3093059, P = 3.5 × 10(-21)) and HNF1A loci (rs7310409, P = 2.7 × 10(-8)). Pleiotropic association analysis with hematological and biochemical traits using 30 466 Japanese subjects demonstrated that the CRP-increasing allele of rs2097677 in the IL6 locus was significantly associated with an increased white blood cell count, platelet count and serum globulin and a decreased mean corpuscular hemoglobin and mean corpuscular hemoglobin concentration (P < 5.0 × 10(-4)), although no pleiotropic association was observed in the CRP or HNF1A locus (α = 0.01). Our study demonstrated the pivotal role of the IL6 locus in the regulation of serum CRP levels and inflammatory pathways.	2011	https://ncbi.nlm.nih.gov/pubmed/21196492
28892062	Nat Genet	Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.	Obesity is a risk factor for a wide variety of health problems. In a genome-wide association study (GWAS) of body mass index (BMI) in Japanese people (n = 173,430), we found 85 loci significantly associated with obesity (P < 5.0 × 10	2017	https://ncbi.nlm.nih.gov/pubmed/28892062
28957414	PLoS One	Red blood cell distribution width: Genetic evidence for aging pathways in 116,666 volunteers.	"INTRODUCTION: Variability in red blood cell volumes (distribution width, RDW) increases with age and is strongly predictive of mortality, incident coronary heart disease and cancer. We investigated inherited genetic variation associated with RDW in 116,666 UK Biobank human volunteers.
RESULTS: A large proportion RDW is explained by genetic variants (29%), especially in the older group (60+ year olds, 33.8%, <50 year olds, 28.4%). RDW was associated with 194 independent genetic signals; 71 are known for conditions including autoimmune disease, certain cancers, BMI, Alzheimer's disease, longevity, age at menopause, bone density, myositis, Parkinson's disease, and age-related macular degeneration. Exclusion of anemic participants did not affect the overall findings. Pathways analysis showed enrichment for telomere maintenance, ribosomal RNA, and apoptosis. The majority of RDW-associated signals were intronic (119 of 194), including SNP rs6602909 located in an intron of oncogene GAS6, an eQTL in whole blood.
CONCLUSIONS: Although increased RDW is predictive of cardiovascular outcomes, this was not explained by known CVD or related lipid genetic risks, and a RDW genetic score was not predictive of incident disease. The predictive value of RDW for a range of negative health outcomes may in part be due to variants influencing fundamental pathways of aging."	2017	https://ncbi.nlm.nih.gov/pubmed/28957414
31393916	PLoS One	Genetically regulated gene expression underlies lipid traits in Hispanic cohorts.	Plasma lipid levels are risk factors for cardiovascular disease, a leading cause of death worldwide. While many studies have been conducted in genetic variation underlying lipid levels, they mainly comprise individuals of European ancestry and thus their transferability to non-European populations is unclear. We performed genome-wide (GWAS) and imputed transcriptome-wide association studies of four lipid traits in the Hispanic Community Health Study/Study of Latinos cohort (HCHS/SoL, n = 11,103), replicated top hits in the Multi-Ethnic Study of Atherosclerosis (MESA, n = 3,855), and compared the results to the larger, predominantly European ancestry meta-analysis by the Global Lipids Genetics Consortium (GLGC, n = 196,475). In our GWAS, we found significant SNP associations in regions within or near known lipid genes, but in our admixture mapping analysis, we did not find significant associations between local ancestry and lipid phenotypes. In the imputed transcriptome-wide association study in multiple tissues and in different ethnicities, we found 59 significant gene-tissue-phenotype associations (P < 3.61×10-8) with 14 unique significant genes, many of which occurred across multiple phenotypes, tissues, and ethnicities and replicated in MESA (45/59) and in GLGC (44/59). These include well-studied lipid genes such as SORT1, CETP, and PSRC1, as well as genes that have been implicated in cardiovascular phenotypes, such as CCL22 and ICAM1. The majority (40/59) of significant associations colocalized with expression quantitative trait loci (eQTLs), indicating a possible mechanism of gene regulation in lipid level variation. To fully characterize the genetic architecture of lipid traits in diverse populations, larger studies in non-European ancestry populations are needed.	2019	https://ncbi.nlm.nih.gov/pubmed/31393916
32203549	PLoS Med	Evaluating the relationship between circulating lipoprotein lipids and apolipoproteins with risk of coronary heart disease: A multivariable Mendelian randomisation analysis.	"BACKGROUND: Circulating lipoprotein lipids cause coronary heart disease (CHD). However, the precise way in which one or more lipoprotein lipid-related entities account for this relationship remains unclear. Using genetic instruments for lipoprotein lipid traits implemented through multivariable Mendelian randomisation (MR), we sought to compare their causal roles in the aetiology of CHD.
METHODS AND FINDINGS: We conducted a genome-wide association study (GWAS) of circulating non-fasted lipoprotein lipid traits in the UK Biobank (UKBB) for low-density lipoprotein (LDL) cholesterol, triglycerides, and apolipoprotein B to identify lipid-associated single nucleotide polymorphisms (SNPs). Using data from CARDIoGRAMplusC4D for CHD (consisting of 60,801 cases and 123,504 controls), we performed univariable and multivariable MR analyses. Similar GWAS and MR analyses were conducted for high-density lipoprotein (HDL) cholesterol and apolipoprotein A-I. The GWAS of lipids and apolipoproteins in the UKBB included between 393,193 and 441,016 individuals in whom the mean age was 56.9 y (range 39-73 y) and of whom 54.2% were women. The mean (standard deviation) lipid concentrations were LDL cholesterol 3.57 (0.87) mmol/L and HDL cholesterol 1.45 (0.38) mmol/L, and the median triglycerides was 1.50 (IQR = 1.11) mmol/L. The mean (standard deviation) values for apolipoproteins B and A-I were 1.03 (0.24) g/L and 1.54 (0.27) g/L, respectively. The GWAS identified multiple independent SNPs associated at P < 5 × 10-8 for LDL cholesterol (220), apolipoprotein B (n = 255), triglycerides (440), HDL cholesterol (534), and apolipoprotein A-I (440). Between 56%-93% of SNPs identified for each lipid trait had not been previously reported in large-scale GWASs. Almost half (46%) of these SNPs were associated at P < 5 × 10-8 with more than one lipid-related trait. Assessed individually using MR, LDL cholesterol (odds ratio [OR] 1.66 per 1-standard-deviation-higher trait; 95% CI: 1.49-1.86; P < 0.001), triglycerides (OR 1.34; 95% CI: 1.25-1.44; P < 0.001) and apolipoprotein B (OR 1.73; 95% CI: 1.56-1.91; P < 0.001) had effect estimates consistent with a higher risk of CHD. In multivariable MR, only apolipoprotein B (OR 1.92; 95% CI: 1.31-2.81; P < 0.001) retained a robust effect, with the estimate for LDL cholesterol (OR 0.85; 95% CI: 0.57-1.27; P = 0.44) reversing and that of triglycerides (OR 1.12; 95% CI: 1.02-1.23; P = 0.01) becoming weaker. Individual MR analyses showed a 1-standard-deviation-higher HDL cholesterol (OR 0.80; 95% CI: 0.75-0.86; P < 0.001) and apolipoprotein A-I (OR 0.83; 95% CI: 0.77-0.89; P < 0.001) to lower the risk of CHD, but these effect estimates attenuated substantially to the null on accounting for apolipoprotein B. A limitation is that, owing to the nature of lipoprotein metabolism, measures related to the composition of lipoprotein particles are highly correlated, creating a challenge in making exclusive interpretations on causation of individual components.
CONCLUSIONS: These findings suggest that apolipoprotein B is the predominant trait that accounts for the aetiological relationship of lipoprotein lipids with risk of CHD."	2020	https://ncbi.nlm.nih.gov/pubmed/32203549
22504419	Nat Genet	Common variants at 12q15 and 12q24 are associated with infant head circumference.	To identify genetic variants associated with head circumference in infancy, we performed a meta-analysis of seven genome-wide association studies (GWAS) (N = 10,768 individuals of European ancestry enrolled in pregnancy and/or birth cohorts) and followed up three lead signals in six replication studies (combined N = 19,089). rs7980687 on chromosome 12q24 (P = 8.1 × 10(-9)) and rs1042725 on chromosome 12q15 (P = 2.8 × 10(-10)) were robustly associated with head circumference in infancy. Although these loci have previously been associated with adult height, their effects on infant head circumference were largely independent of height (P = 3.8 × 10(-7) for rs7980687 and P = 1.3 × 10(-7) for rs1042725 after adjustment for infant height). A third signal, rs11655470 on chromosome 17q21, showed suggestive evidence of association with head circumference (P = 3.9 × 10(-6)). SNPs correlated to the 17q21 signal have shown genome-wide association with adult intracranial volume, Parkinson's disease and other neurodegenerative diseases, indicating that a common genetic variant in this region might link early brain growth with neurological disease in later life.	2012	https://ncbi.nlm.nih.gov/pubmed/22504419
30067744	PLoS Genet	Investigating the shared genetics of non-syndromic cleft lip/palate and facial morphology.	There is increasing evidence that genetic risk variants for non-syndromic cleft lip/palate (nsCL/P) are also associated with normal-range variation in facial morphology. However, previous analyses are mostly limited to candidate SNPs and findings have not been consistently replicated. Here, we used polygenic risk scores (PRS) to test for genetic overlap between nsCL/P and seven biologically relevant facial phenotypes. Where evidence was found of genetic overlap, we used bidirectional Mendelian randomization (MR) to test the hypothesis that genetic liability to nsCL/P is causally related to implicated facial phenotypes. Across 5,804 individuals of European ancestry from two studies, we found strong evidence, using PRS, of genetic overlap between nsCL/P and philtrum width; a 1 S.D. increase in nsCL/P PRS was associated with a 0.10 mm decrease in philtrum width (95% C.I. 0.054, 0.146; P = 2x10-5). Follow-up MR analyses supported a causal relationship; genetic variants for nsCL/P homogeneously cause decreased philtrum width. In addition to the primary analysis, we also identified two novel risk loci for philtrum width at 5q22.2 and 7p15.2 in our Genome-wide Association Study (GWAS) of 6,136 individuals. Our results support a liability threshold model of inheritance for nsCL/P, related to abnormalities in development of the philtrum.	2018	https://ncbi.nlm.nih.gov/pubmed/30067744
22139419	Nature	New gene functions in megakaryopoiesis and platelet formation.	Platelets are the second most abundant cell type in blood and are essential for maintaining haemostasis. Their count and volume are tightly controlled within narrow physiological ranges, but there is only limited understanding of the molecular processes controlling both traits. Here we carried out a high-powered meta-analysis of genome-wide association studies (GWAS) in up to 66,867 individuals of European ancestry, followed by extensive biological and functional assessment. We identified 68 genomic loci reliably associated with platelet count and volume mapping to established and putative novel regulators of megakaryopoiesis and platelet formation. These genes show megakaryocyte-specific gene expression patterns and extensive network connectivity. Using gene silencing in Danio rerio and Drosophila melanogaster, we identified 11 of the genes as novel regulators of blood cell formation. Taken together, our findings advance understanding of novel gene functions controlling fate-determining events during megakaryopoiesis and platelet formation, providing a new example of successful translation of GWAS to function.	2011	https://ncbi.nlm.nih.gov/pubmed/22139419
25201988	Proc Natl Acad Sci U S A	Common genetic variants associated with cognitive performance identified using the proxy-phenotype method.	We identify common genetic variants associated with cognitive performance using a two-stage approach, which we call the proxy-phenotype method. First, we conduct a genome-wide association study of educational attainment in a large sample (n = 106,736), which produces a set of 69 education-associated SNPs. Second, using independent samples (n = 24,189), we measure the association of these education-associated SNPs with cognitive performance. Three SNPs (rs1487441, rs7923609, and rs2721173) are significantly associated with cognitive performance after correction for multiple hypothesis testing. In an independent sample of older Americans (n = 8,652), we also show that a polygenic score derived from the education-associated SNPs is associated with memory and absence of dementia. Convergent evidence from a set of bioinformatics analyses implicates four specific genes (KNCMA1, NRXN1, POU2F3, and SCRT). All of these genes are associated with a particular neurotransmitter pathway involved in synaptic plasticity, the main cellular mechanism for learning and memory.	2014	https://ncbi.nlm.nih.gov/pubmed/25201988
25352340	Nat Commun	Novel loci affecting iron homeostasis and their effects in individuals at risk for hemochromatosis.	Variation in body iron is associated with or causes diseases, including anaemia and iron overload. Here, we analyse genetic association data on biochemical markers of iron status from 11 European-population studies, with replication in eight additional cohorts (total up to 48,972 subjects). We find 11 genome-wide-significant (P<5 × 10(-8)) loci, some including known iron-related genes (HFE, SLC40A1, TF, TFR2, TFRC, TMPRSS6) and others novel (ABO, ARNTL, FADS2, NAT2, TEX14). SNPs at ARNTL, TF, and TFR2 affect iron markers in HFE C282Y homozygotes at risk for hemochromatosis. There is substantial overlap between our iron loci and loci affecting erythrocyte and lipid phenotypes. These results will facilitate investigation of the roles of iron in disease.	2014	https://ncbi.nlm.nih.gov/pubmed/25352340
28613276	Nat Commun	Genetic loci associated with heart rate variability and their effects on cardiac disease risk.	Reduced cardiac vagal control reflected in low heart rate variability (HRV) is associated with greater risks for cardiac morbidity and mortality. In two-stage meta-analyses of genome-wide association studies for three HRV traits in up to 53,174 individuals of European ancestry, we detect 17 genome-wide significant SNPs in eight loci. HRV SNPs tag non-synonymous SNPs (in NDUFA11 and KIAA1755), expression quantitative trait loci (eQTLs) (influencing GNG11, RGS6 and NEO1), or are located in genes preferentially expressed in the sinoatrial node (GNG11, RGS6 and HCN4). Genetic risk scores account for 0.9 to 2.6% of the HRV variance. Significant genetic correlation is found for HRV with heart rate (-0.74<r	2017	https://ncbi.nlm.nih.gov/pubmed/28613276
29343764	Nat Commun	Genome-wide association study in 79,366 European-ancestry individuals informs the genetic architecture of 25-hydroxyvitamin D levels.	Vitamin D is a steroid hormone precursor that is associated with a range of human traits and diseases. Previous GWAS of serum 25-hydroxyvitamin D concentrations have identified four genome-wide significant loci (GC, NADSYN1/DHCR7, CYP2R1, CYP24A1). In this study, we expand the previous SUNLIGHT Consortium GWAS discovery sample size from 16,125 to 79,366 (all European descent). This larger GWAS yields two additional loci harboring genome-wide significant variants (P = 4.7×10	2018	https://ncbi.nlm.nih.gov/pubmed/29343764
27225129	Nature	Genome-wide association study identifies 74 loci associated with educational attainment.	Educational attainment is strongly influenced by social and other environmental factors, but genetic factors are estimated to account for at least 20% of the variation across individuals. Here we report the results of a genome-wide association study (GWAS) for educational attainment that extends our earlier discovery sample of 101,069 individuals to 293,723 individuals, and a replication study in an independent sample of 111,349 individuals from the UK Biobank. We identify 74 genome-wide significant loci associated with the number of years of schooling completed. Single-nucleotide polymorphisms associated with educational attainment are disproportionately found in genomic regions regulating gene expression in the fetal brain. Candidate genes are preferentially expressed in neural tissue, especially during the prenatal period, and enriched for biological pathways involved in neural development. Our findings demonstrate that, even for a behavioural phenotype that is mostly environmentally determined, a well-powered GWAS identifies replicable associated genetic variants that suggest biologically relevant pathways. Because educational attainment is measured in large numbers of individuals, it will continue to be useful as a proxy phenotype in efforts to characterize the genetic influences of related phenotypes, including cognition and neuropsychiatric diseases.	2016	https://ncbi.nlm.nih.gov/pubmed/27225129
27416945	Diabetes	Genome-Wide Association Study of the Modified Stumvoll Insulin Sensitivity Index Identifies BCL2 and FAM19A2 as Novel Insulin Sensitivity Loci.	Genome-wide association studies (GWAS) have found few common variants that influence fasting measures of insulin sensitivity. We hypothesized that a GWAS of an integrated assessment of fasting and dynamic measures of insulin sensitivity would detect novel common variants. We performed a GWAS of the modified Stumvoll Insulin Sensitivity Index (ISI) within the Meta-Analyses of Glucose and Insulin-Related Traits Consortium. Discovery for genetic association was performed in 16,753 individuals, and replication was attempted for the 23 most significant novel loci in 13,354 independent individuals. Association with ISI was tested in models adjusted for age, sex, and BMI and in a model analyzing the combined influence of the genotype effect adjusted for BMI and the interaction effect between the genotype and BMI on ISI (model 3). In model 3, three variants reached genome-wide significance: rs13422522 (NYAP2; P = 8.87 × 10(-11)), rs12454712 (BCL2; P = 2.7 × 10(-8)), and rs10506418 (FAM19A2; P = 1.9 × 10(-8)). The association at NYAP2 was eliminated by conditioning on the known IRS1 insulin sensitivity locus; the BCL2 and FAM19A2 associations were independent of known cardiometabolic loci. In conclusion, we identified two novel loci and replicated known variants associated with insulin sensitivity. Further studies are needed to clarify the causal variant and function at the BCL2 and FAM19A2 loci.	2016	https://ncbi.nlm.nih.gov/pubmed/27416945
21130836	Biol Psychol	Whole genome association scan for genetic polymorphisms influencing information processing speed.	Processing speed is an important cognitive function that is compromised in psychiatric illness (e.g., schizophrenia, depression) and old age; it shares genetic background with complex cognition (e.g., working memory, reasoning). To find genes influencing speed we performed a genome-wide association scan in up to three cohorts: Brisbane (mean age 16 years; N = 1659); LBC1936 (mean age 70 years, N = 992); LBC1921 (mean age 82 years, N = 307), and; HBCS (mean age 64 years, N =1080). Meta-analysis of the common measures highlighted various suggestively significant (p < 1.21 × 10⁻⁵) SNPs and plausible candidate genes (e.g., TRIB3). A biological pathways analysis of the speed factor identified two common pathways from the KEGG database (cell junction, focal adhesion) in two cohorts, while a pathway analysis linked to the GO database revealed common pathways across pairs of speed measures (e.g., receptor binding, cellular metabolic process). These highlighted genes and pathways will be able to inform future research, including results for psychiatric disease.	2011	https://ncbi.nlm.nih.gov/pubmed/21130836
22504420	Nat Genet	Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.	Bone mineral density (BMD) is the most widely used predictor of fracture risk. We performed the largest meta-analysis to date on lumbar spine and femoral neck BMD, including 17 genome-wide association studies and 32,961 individuals of European and east Asian ancestry. We tested the top BMD-associated markers for replication in 50,933 independent subjects and for association with risk of low-trauma fracture in 31,016 individuals with a history of fracture (cases) and 102,444 controls. We identified 56 loci (32 new) associated with BMD at genome-wide significance (P < 5 × 10(-8)). Several of these factors cluster within the RANK-RANKL-OPG, mesenchymal stem cell differentiation, endochondral ossification and Wnt signaling pathways. However, we also discovered loci that were localized to genes not known to have a role in bone biology. Fourteen BMD-associated loci were also associated with fracture risk (P < 5 × 10(-4), Bonferroni corrected), of which six reached P < 5 × 10(-8), including at 18p11.21 (FAM210A), 7q21.3 (SLC25A13), 11q13.2 (LRP5), 4q22.1 (MEPE), 2p16.2 (SPTBN1) and 10q21.1 (DKK1). These findings shed light on the genetic architecture and pathophysiological mechanisms underlying BMD variation and fracture susceptibility.	2012	https://ncbi.nlm.nih.gov/pubmed/22504420
29255261	Nat Genet	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism is a relatively stable personality trait characterized by negative emotionality (for example, worry and guilt) 	2018	https://ncbi.nlm.nih.gov/pubmed/29255261
26962152	Hum Mol Genet	Genome-wide association study of biologically informed periodontal complex traits offers novel insights into the genetic basis of periodontal disease.	Genome-wide association studies (GWAS) of chronic periodontitis (CP) defined by clinical criteria alone have had modest success to-date. Here, we refine the CP phenotype by supplementing clinical data with biological intermediates of microbial burden (levels of eight periodontal pathogens) and local inflammatory response (gingival crevicular fluid IL-1β) and derive periodontal complex traits (PCTs) via principal component analysis. PCTs were carried forward to GWAS (∼2.5 million markers) to identify PCT-associated loci among 975 European American adult participants of the Dental ARIC study. We sought to validate these findings for CP in the larger ARIC cohort (n = 821 participants with severe CP, 2031-moderate CP, 1914-healthy/mild disease) and an independent German sample including 717 aggressive periodontitis cases and 4210 controls. We identified six PCTs with distinct microbial community/IL-1β structures, although with overlapping clinical presentations. PCT1 was characterized by a uniformly high pathogen load, whereas PCT3 and PCT5 were dominated by Aggregatibacter actinomycetemcomitans and Porphyromonas gingivalis, respectively. We detected genome-wide significant signals for PCT1 (CLEC19A, TRA, GGTA2P, TM9SF2, IFI16, RBMS3), PCT4 (HPVC1) and PCT5 (SLC15A4, PKP2, SNRPN). Overall, the highlighted loci included genes associated with immune response and epithelial barrier function. With the exception of associations of BEGAIN with severe and UBE3D with moderate CP, no other loci were associated with CP in ARIC or aggressive periodontitis in the German sample. Although not associated with current clinically determined periodontal disease taxonomies, upon replication and mechanistic validation these candidate loci may highlight dysbiotic microbial community structures and altered inflammatory/immune responses underlying biological sub-types of CP.	2016	https://ncbi.nlm.nih.gov/pubmed/26962152
34431594	Aging Cell	A genome-wide association study of the frailty index highlights brain pathways in ageing.	Frailty is a common geriatric syndrome and strongly associated with disability, mortality and hospitalization. Frailty is commonly measured using the frailty index (FI), based on the accumulation of a number of health deficits during the life course. The mechanisms underlying FI are multifactorial and not well understood, but a genetic basis has been suggested with heritability estimates between 30 and 45%. Understanding the genetic determinants and biological mechanisms underpinning FI may help to delay or even prevent frailty. We performed a genome-wide association study (GWAS) meta-analysis of a frailty index in European descent UK Biobank participants (n = 164,610, 60-70 years) and Swedish TwinGene participants (n = 10,616, 41-87 years). FI calculation was based on 49 or 44 self-reported items on symptoms, disabilities and diagnosed diseases for UK Biobank and TwinGene, respectively. 14 loci were associated with the FI (p < 5*10	2021	https://ncbi.nlm.nih.gov/pubmed/34431594
34111113	PLoS Genet	A genome-wide association study identifies 5 loci associated with frozen shoulder and implicates diabetes as a causal risk factor.	Frozen shoulder is a painful condition that often requires surgery and affects up to 5% of individuals aged 40-60 years. Little is known about the causes of the condition, but diabetes is a strong risk factor. To begin to understand the biological mechanisms involved, we aimed to identify genetic variants associated with frozen shoulder and to use Mendelian randomization to test the causal role of diabetes. We performed a genome-wide association study (GWAS) of frozen shoulder in the UK Biobank using data from 10,104 cases identified from inpatient, surgical and primary care codes. We used data from FinnGen for replication and meta-analysis. We used one-sample and two-sample Mendelian randomization approaches to test for a causal association of diabetes with frozen shoulder. We identified five genome-wide significant loci. The most significant locus (lead SNP rs28971325; OR = 1.20, [95% CI: 1.16-1.24], p = 5x10-29) contained WNT7B. This variant was also associated with Dupuytren's disease (OR = 2.31 [2.24, 2.39], p<1x10-300) as were a further two of the frozen shoulder associated variants. The Mendelian randomization results provided evidence that type 1 diabetes is a causal risk factor for frozen shoulder (OR = 1.03 [1.02-1.05], p = 3x10-6). There was no evidence that obesity was causally associated with frozen shoulder, suggesting that diabetes influences risk of the condition through glycemic rather than mechanical effects. We have identified genetic loci associated with frozen shoulder. There is a large overlap with Dupuytren's disease associated loci. Diabetes is a likely causal risk factor. Our results provide evidence of biological mechanisms involved in this common painful condition.	2021	https://ncbi.nlm.nih.gov/pubmed/34111113
30108127	Genetics	A Large Multiethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.	Body mass index (BMI), a proxy measure for obesity, is determined by both environmental (including ethnicity, age, and sex) and genetic factors, with > 400 BMI-associated loci identified to date. However, the impact, interplay, and underlying biological mechanisms among BMI, environment, genetics, and ancestry are not completely understood. To further examine these relationships, we utilized 427,509 calendar year-averaged BMI measurements from 100,418 adults from the single large multiethnic Genetic Epidemiology Research on Adult Health and Aging (GERA) cohort. We observed substantial independent ancestry and nationality differences, including ancestry principal component interactions and nonlinear effects. To increase the list of BMI-associated variants before assessing other differences, we conducted a genome-wide association study (GWAS) in GERA, with replication in the Genetic Investigation of Anthropomorphic Traits (GIANT) consortium combined with the UK Biobank (UKB), followed by GWAS in GERA combined with GIANT, with replication in the UKB. We discovered 30 novel independent BMI loci (	2018	https://ncbi.nlm.nih.gov/pubmed/30108127
32835660	J Invest Dermatol	GWAS Analysis of 17,019 Korean Women Identifies the Variants Associated with Facial Pigmented Spots.	Variation in skin pigmentation can be affected by both environmental factors and intrinsic factors such as age, gender, and genetic variation. Recent GWASs revealed that genetic variants of genes functionally related to a pigmentation pathway were associated with skin pigmentary traits. However, these GWASs focused on populations with European ancestry, and only a few studies have been performed on Asian populations, limiting our understanding of the genetic basis of skin pigmentary traits in Asians. To evaluate the genetic variants associated with facial pigmented spots, we conducted a GWAS analysis of objectively measured facial pigmented spots in 17,019 Korean women. This large-scale GWAS identified several genomic loci that were significantly associated with facial pigmented spots (five previously reported loci and two previously unreported loci, to our knowledge), which were detected by UV light: BNC2 at 9p22 (rs16935073; P-value = 2.11 × 10	2021	https://ncbi.nlm.nih.gov/pubmed/32835660
26367797	Nature	The UK10K project identifies rare variants in health and disease.	The contribution of rare and low-frequency variants to human traits is largely unexplored. Here we describe insights from sequencing whole genomes (low read depth, 7×) or exomes (high read depth, 80×) of nearly 10,000 individuals from population-based and disease collections. In extensively phenotyped cohorts we characterize over 24 million novel sequence variants, generate a highly accurate imputation reference panel and identify novel alleles associated with levels of triglycerides (APOB), adiponectin (ADIPOQ) and low-density lipoprotein cholesterol (LDLR and RGAG1) from single-marker and rare variant aggregation tests. We describe population structure and functional annotation of rare and low-frequency variants, use the data to estimate the benefits of sequencing for association studies, and summarize lessons from disease-specific collections. Finally, we make available an extensive resource, including individual-level genetic and phenotypic data and web-based tools to facilitate the exploration of association results.	2015	https://ncbi.nlm.nih.gov/pubmed/26367797
25010111	PLoS Genet	Genome wide association identifies common variants at the SERPINA6/SERPINA1 locus influencing plasma cortisol and corticosteroid binding globulin.	Variation in plasma levels of cortisol, an essential hormone in the stress response, is associated in population-based studies with cardio-metabolic, inflammatory and neuro-cognitive traits and diseases. Heritability of plasma cortisol is estimated at 30-60% but no common genetic contribution has been identified. The CORtisol NETwork (CORNET) consortium undertook genome wide association meta-analysis for plasma cortisol in 12,597 Caucasian participants, replicated in 2,795 participants. The results indicate that <1% of variance in plasma cortisol is accounted for by genetic variation in a single region of chromosome 14. This locus spans SERPINA6, encoding corticosteroid binding globulin (CBG, the major cortisol-binding protein in plasma), and SERPINA1, encoding α1-antitrypsin (which inhibits cleavage of the reactive centre loop that releases cortisol from CBG). Three partially independent signals were identified within the region, represented by common SNPs; detailed biochemical investigation in a nested sub-cohort showed all these SNPs were associated with variation in total cortisol binding activity in plasma, but some variants influenced total CBG concentrations while the top hit (rs12589136) influenced the immunoreactivity of the reactive centre loop of CBG. Exome chip and 1000 Genomes imputation analysis of this locus in the CROATIA-Korcula cohort identified missense mutations in SERPINA6 and SERPINA1 that did not account for the effects of common variants. These findings reveal a novel common genetic source of variation in binding of cortisol by CBG, and reinforce the key role of CBG in determining plasma cortisol levels. In turn this genetic variation may contribute to cortisol-associated degenerative diseases.	2014	https://ncbi.nlm.nih.gov/pubmed/25010111
28743860	Nat Commun	Bivariate genome-wide association meta-analysis of pediatric musculoskeletal traits reveals pleiotropic effects at the SREBF1/TOM1L2 locus.	Bone mineral density is known to be a heritable, polygenic trait whereas genetic variants contributing to lean mass variation remain largely unknown. We estimated the shared SNP heritability and performed a bivariate GWAS meta-analysis of total-body lean mass (TB-LM) and total-body less head bone mineral density (TBLH-BMD) regions in 10,414 children. The estimated SNP heritability is 43% (95% CI: 34-52%) for TBLH-BMD, and 39% (95% CI: 30-48%) for TB-LM, with a shared genetic component of 43% (95% CI: 29-56%). We identify variants with pleiotropic effects in eight loci, including seven established bone mineral density loci: WNT4, GALNT3, MEPE, CPED1/WNT16, TNFSF11, RIN3, and PPP6R3/LRP5. Variants in the TOM1L2/SREBF1 locus exert opposing effects TB-LM and TBLH-BMD, and have a stronger association with the former trait. We show that SREBF1 is expressed in murine and human osteoblasts, as well as in human muscle tissue. This is the first bivariate GWAS meta-analysis to demonstrate genetic factors with pleiotropic effects on bone mineral density and lean mass.Bone mineral density and lean skeletal mass are heritable traits. Here, Medina-Gomez and colleagues perform bivariate GWAS analyses of total body lean mass and bone mass density in children, and show genetic loci with pleiotropic effects on both traits.	2017	https://ncbi.nlm.nih.gov/pubmed/28743860
